Age group,Applicant type,Domicile,Gender,Reference point,Status,Year,Applicants
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2015,6910
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2015,6950
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2015,470
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2015,480
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2015,480
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2015,500
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2015,520
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2015,540
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2015,220
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2015,220
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2015,220
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2015,230
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2015,230
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2015,240
19,Main scheme,EU (excluding UK),All,JCQ+2,All,2016,15160
19,Main scheme,EU (excluding UK),All,JCQ+3,All,2016,15150
19,Main scheme,EU (excluding UK),All,JCQ+4,All,2016,15150
19,Main scheme,EU (excluding UK),All,JCQ+5,All,2016,15130
19,Main scheme,EU (excluding UK),All,JCQ+6,All,2016,15100
19,Main scheme,EU (excluding UK),All,JCQ+7,All,2016,15090
19,Main scheme,EU (excluding UK),All,JCQ+8,All,2016,15070
19,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2016,3980
19,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2016,3980
19,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2016,3970
19,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2016,3980
19,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2016,3980
19,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2016,3990
19,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2016,2500
19,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2016,2460
19,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2016,2450
19,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2016,2320
19,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2016,2230
19,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2016,2120
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Adjustment),2016,10
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Adjustment),2016,10
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Adjustment),2016,10
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2016,190
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2016,210
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2016,210
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2016,250
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2016,270
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2016,300
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2016,7660
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2016,7670
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2016,7670
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2016,7720
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2016,7760
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2016,7800
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2016,520
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2016,530
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2016,530
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2016,540
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2016,540
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2016,560
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2016,300
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2016,300
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2016,300
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2016,310
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2016,310
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2016,320
19,Main scheme,EU (excluding UK),All,JCQ+2,All,2017,14430
19,Main scheme,EU (excluding UK),All,JCQ+3,All,2017,14420
19,Main scheme,EU (excluding UK),All,JCQ+4,All,2017,14420
19,Main scheme,EU (excluding UK),All,JCQ+5,All,2017,14400
19,Main scheme,EU (excluding UK),All,JCQ+6,All,2017,14380
19,Main scheme,EU (excluding UK),All,JCQ+7,All,2017,14360
19,Main scheme,EU (excluding UK),All,JCQ+8,All,2017,14350
19,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2017,3680
19,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2017,3670
19,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2017,3670
19,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2017,3680
19,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2017,3700
19,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2017,3710
19,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2017,2400
19,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2017,2370
19,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2017,2360
19,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2017,2230
19,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2017,2120
19,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2017,2030
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Adjustment),2017,10
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Adjustment),2017,10
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Adjustment),2017,10
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Adjustment),2017,10
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Adjustment),2017,10
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Adjustment),2017,10
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2017,220
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2017,240
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2017,240
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2017,270
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2017,290
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2017,310
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2017,7310
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2017,7320
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2017,7330
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2017,7390
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2017,7420
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2017,7450
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2017,530
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2017,530
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2017,530
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2017,540
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2017,550
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2017,550
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2017,280
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2017,280
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2017,280
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2017,290
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2017,290
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2017,300
19,Main scheme,EU (excluding UK),All,JCQ+2,All,2018,14710
19,Main scheme,EU (excluding UK),All,JCQ+3,All,2018,14710
19,Main scheme,EU (excluding UK),All,JCQ+4,All,2018,14710
19,Main scheme,EU (excluding UK),All,JCQ+5,All,2018,14690
19,Main scheme,EU (excluding UK),All,JCQ+6,All,2018,14670
19,Main scheme,EU (excluding UK),All,JCQ+7,All,2018,14660
19,Main scheme,EU (excluding UK),All,JCQ+8,All,2018,14640
19,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2018,3610
19,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2018,3590
19,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2018,3590
19,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2018,3590
19,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2018,3590
19,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2018,3600
19,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2018,2560
19,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2018,2510
19,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2018,2490
19,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2018,2400
19,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2018,2270
19,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2018,2190
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Adjustment),2018,10
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Adjustment),2018,10
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Adjustment),2018,10
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Adjustment),2018,10
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Adjustment),2018,10
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Adjustment),2018,10
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2018,240
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2018,260
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2018,270
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2018,300
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2018,320
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2018,340
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2018,7460
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2018,7490
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2018,7500
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2018,7530
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2018,7590
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2018,7610
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2018,550
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2018,550
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2018,560
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2018,570
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2018,590
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2018,600
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2018,290
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2018,290
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2018,300
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2018,300
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2018,310
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2018,310
19,Main scheme,EU (excluding UK),All,JCQ+2,All,2019,15100
19,Main scheme,EU (excluding UK),All,JCQ+3,All,2019,15100
19,Main scheme,EU (excluding UK),All,JCQ+4,All,2019,15100
19,Main scheme,EU (excluding UK),All,JCQ+5,All,2019,15080
19,Main scheme,EU (excluding UK),All,JCQ+6,All,2019,15070
19,Main scheme,EU (excluding UK),All,JCQ+7,All,2019,15050
19,Main scheme,EU (excluding UK),All,JCQ+8,All,2019,15030
19,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2019,3730
19,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2019,3720
19,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2019,3730
19,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2019,3720
19,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2019,3750
19,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2019,3760
19,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2019,2800
19,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2019,2760
19,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2019,2730
19,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2019,2610
19,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2019,2480
19,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2019,2390
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Adjustment),2019,10
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Adjustment),2019,10
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Adjustment),2019,10
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Adjustment),2019,10
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Adjustment),2019,10
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Adjustment),2019,10
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2019,220
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2019,240
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2019,240
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2019,290
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2019,320
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2019,340
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2019,7460
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2019,7470
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2019,7480
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2019,7530
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2019,7580
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2019,7620
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2019,570
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2019,570
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2019,570
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2019,580
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2019,600
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2019,610
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2019,330
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2019,330
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2019,330
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2019,340
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2019,340
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2019,340
19,Main scheme,EU (excluding UK),All,JCQ+2,All,2020,14740
19,Main scheme,EU (excluding UK),All,JCQ+3,All,2020,14740
19,Main scheme,EU (excluding UK),All,JCQ+4,All,2020,14740
19,Main scheme,EU (excluding UK),All,JCQ+5,All,2020,14730
19,Main scheme,EU (excluding UK),All,JCQ+6,All,2020,14720
19,Main scheme,EU (excluding UK),All,JCQ+7,All,2020,14710
19,Main scheme,EU (excluding UK),All,JCQ+8,All,2020,14710
19,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2020,3680
19,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2020,3680
19,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2020,3680
19,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2020,3690
19,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2020,3710
19,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2020,3710
19,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2020,4240
19,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2020,4190
19,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2020,4170
19,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2020,4000
19,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2020,3790
19,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2020,3600
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2020,140
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2020,160
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2020,160
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2020,190
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2020,210
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2020,230
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2020,6070
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2020,6100
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2020,6110
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2020,6230
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2020,6360
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2020,6500
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2020,320
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2020,320
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2020,320
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2020,320
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2020,330
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2020,340
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2020,290
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2020,290
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2020,290
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2020,300
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2020,310
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2020,320
19,Main scheme,EU (excluding UK),All,JCQ+2,All,2021,6690
19,Main scheme,EU (excluding UK),All,JCQ+3,All,2021,6690
19,Main scheme,EU (excluding UK),All,JCQ+4,All,2021,6680
19,Main scheme,EU (excluding UK),All,JCQ+5,All,2021,6680
19,Main scheme,EU (excluding UK),All,JCQ+6,All,2021,6680
19,Main scheme,EU (excluding UK),All,JCQ+7,All,2021,6680
19,Main scheme,EU (excluding UK),All,JCQ+8,All,2021,6670
19,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2021,2640
19,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2021,2640
19,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2021,2640
19,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2021,2640
19,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2021,2650
19,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2021,2660
19,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2021,1600
19,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2021,1520
19,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2021,1470
19,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2021,1460
19,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2021,1450
19,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2021,1410
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2021,50
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2021,60
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2021,60
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2021,60
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2021,60
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2021,70
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2021,2170
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2021,2220
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2021,2260
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2021,2260
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2021,2260
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2021,2280
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2021,120
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2021,120
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2021,130
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2021,130
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2021,130
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2021,130
19,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2021,110
19,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2021,120
19,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2021,120
19,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2021,120
19,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2021,120
19,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2021,120
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2012,4880
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2012,4880
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2012,4870
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2012,4870
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2012,4870
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2012,4870
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2012,4860
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2012,1850
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2012,1850
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2012,1830
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2012,1830
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2012,1830
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2012,1840
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2012,760
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2012,760
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2012,710
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2012,670
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2012,640
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2012,600
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2012,20
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2012,20
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Clearing),2012,50
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Clearing),2012,60
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Clearing),2012,60
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Clearing),2012,70
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Firm),2012,2100
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Firm),2012,2100
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Firm),2012,2130
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Firm),2012,2140
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Firm),2012,2160
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Firm),2012,2180
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Insurance),2012,40
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Insurance),2012,40
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Insurance),2012,50
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Insurance),2012,50
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Insurance),2012,50
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Insurance),2012,60
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Other),2012,110
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Other),2012,110
20,Main scheme,EU (excluding UK),All,JCQ+4,Placed (Other),2012,120
20,Main scheme,EU (excluding UK),All,JCQ+5,Placed (Other),2012,120
20,Main scheme,EU (excluding UK),All,JCQ+6,Placed (Other),2012,120
20,Main scheme,EU (excluding UK),All,JCQ+7,Placed (Other),2012,120
20,Main scheme,EU (excluding UK),All,JCQ+2,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+3,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+4,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+5,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+6,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+7,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+8,All,2013,5170
20,Main scheme,EU (excluding UK),All,JCQ+2,Free to be placed in Clearing,2013,1880
20,Main scheme,EU (excluding UK),All,JCQ+3,Free to be placed in Clearing,2013,1880
20,Main scheme,EU (excluding UK),All,JCQ+4,Free to be placed in Clearing,2013,1870
20,Main scheme,EU (excluding UK),All,JCQ+5,Free to be placed in Clearing,2013,1880
20,Main scheme,EU (excluding UK),All,JCQ+6,Free to be placed in Clearing,2013,1880
20,Main scheme,EU (excluding UK),All,JCQ+7,Free to be placed in Clearing,2013,1880
20,Main scheme,EU (excluding UK),All,JCQ+2,Holding offer,2013,800
20,Main scheme,EU (excluding UK),All,JCQ+3,Holding offer,2013,800
20,Main scheme,EU (excluding UK),All,JCQ+4,Holding offer,2013,750
20,Main scheme,EU (excluding UK),All,JCQ+5,Holding offer,2013,710
20,Main scheme,EU (excluding UK),All,JCQ+6,Holding offer,2013,680
20,Main scheme,EU (excluding UK),All,JCQ+7,Holding offer,2013,640
20,Main scheme,EU (excluding UK),All,JCQ+2,Placed (Clearing),2013,20
20,Main scheme,EU (excluding UK),All,JCQ+3,Placed (Clearing),2013,20
