Area,Element,Item,Year,Unit,Value,Flag,Flag Description
Asia,Area harvested,Maize,1985,ha,35398048,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1986,ha,37615835,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1987,ha,37532707,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1988,ha,38693945,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1989,ha,38852219,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1990,ha,40022764,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1991,ha,39489329,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1992,ha,39872004,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1993,ha,38827957,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1994,ha,39527334,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1995,ha,41237454,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1996,ha,43429244,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1997,ha,42264473,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1998,ha,43963506,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,1999,ha,44658781,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2000,ha,41844829,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2001,ha,42844206,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2002,ha,43085780,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2003,ha,43817227,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2004,ha,45681105,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2005,ha,47230105,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2006,ha,49124951,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2007,ha,51003107,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2008,ha,52435985,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2009,ha,53482455,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2010,ha,55078640,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2011,ha,56263650,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2012,ha,58023672,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2013,ha,60148139,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2014,ha,60711446,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2015,ha,67900321,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2016,ha,68955048,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2017,ha,67790057,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2018,ha,67505591,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,Maize,2019,ha,66474093,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Yield,Maize,1961,hg/ha,11369,Fc,Calculated data
Asia,Yield,Maize,1962,hg/ha,11827,Fc,Calculated data
Asia,Yield,Maize,1963,hg/ha,12419,Fc,Calculated data
Asia,Yield,Maize,1964,hg/ha,13197,Fc,Calculated data
Asia,Yield,Maize,1965,hg/ha,13220,Fc,Calculated data
Asia,Yield,Maize,1966,hg/ha,14279,Fc,Calculated data
Asia,Yield,Maize,1967,hg/ha,15737,Fc,Calculated data
Asia,Yield,Maize,1968,hg/ha,14843,Fc,Calculated data
Asia,Yield,Maize,1969,hg/ha,14837,Fc,Calculated data
Asia,Yield,Maize,1970,hg/ha,16969,Fc,Calculated data
Asia,Yield,Maize,1971,hg/ha,16808,Fc,Calculated data
Asia,Yield,Maize,1972,hg/ha,15794,Fc,Calculated data
Asia,Yield,Maize,1973,hg/ha,17680,Fc,Calculated data
Asia,Yield,Maize,1974,hg/ha,18759,Fc,Calculated data
Asia,Yield,Maize,1975,hg/ha,19825,Fc,Calculated data
Asia,Yield,Maize,1976,hg/ha,19670,Fc,Calculated data
Asia,Yield,Maize,1977,hg/ha,19571,Fc,Calculated data
Asia,Yield,Maize,1978,hg/ha,21370,Fc,Calculated data
Asia,Yield,Maize,1979,hg/ha,22382,Fc,Calculated data
Asia,Yield,Maize,1980,hg/ha,23235,Fc,Calculated data
Asia,Yield,Maize,1981,hg/ha,22992,Fc,Calculated data
Asia,Yield,Maize,1982,hg/ha,24358,Fc,Calculated data
Asia,Yield,Maize,1983,hg/ha,26478,Fc,Calculated data
Asia,Yield,Maize,1984,hg/ha,28477,Fc,Calculated data
Asia,Yield,Maize,1985,hg/ha,26315,Fc,Calculated data
Asia,Yield,Maize,1986,hg/ha,27361,Fc,Calculated data
Asia,Yield,Maize,1987,hg/ha,28632,Fc,Calculated data
Asia,Yield,Maize,1988,hg/ha,28888,Fc,Calculated data
Asia,Yield,Maize,1989,hg/ha,29492,Fc,Calculated data
Asia,Yield,Maize,1990,hg/ha,33160,Fc,Calculated data
Asia,Yield,Maize,1991,hg/ha,33736,Fc,Calculated data
Asia,Yield,Maize,1992,hg/ha,33774,Fc,Calculated data
Asia,Yield,Maize,1993,hg/ha,36296,Fc,Calculated data
Asia,Yield,Maize,1994,hg/ha,34523,Fc,Calculated data
Asia,Yield,Maize,1995,hg/ha,36144,Fc,Calculated data
Asia,Yield,Maize,1996,hg/ha,38498,Fc,Calculated data
Asia,Yield,Maize,1997,hg/ha,33967,Fc,Calculated data
Asia,Yield,Maize,1998,hg/ha,39883,Fc,Calculated data
Asia,Yield,Maize,1999,hg/ha,38110,Fc,Calculated data
Asia,Yield,Maize,2000,hg/ha,35630,Fc,Calculated data
Asia,Yield,Maize,2001,hg/ha,37148,Fc,Calculated data
Asia,Yield,Maize,2002,hg/ha,38127,Fc,Calculated data
Asia,Yield,Maize,2003,hg/ha,38264,Fc,Calculated data
Asia,Yield,Maize,2004,hg/ha,40475,Fc,Calculated data
Asia,Yield,Maize,2005,hg/ha,41862,Fc,Calculated data
Asia,Yield,Maize,2006,hg/ha,42831,Fc,Calculated data
Asia,Yield,Maize,2007,hg/ha,42951,Fc,Calculated data
Asia,Yield,Maize,2008,hg/ha,45448,Fc,Calculated data
Asia,Yield,Maize,2009,hg/ha,43806,Fc,Calculated data
Asia,Yield,Maize,2010,hg/ha,46078,Fc,Calculated data
Asia,Yield,Maize,2011,hg/ha,48202,Fc,Calculated data
Asia,Yield,Maize,2012,hg/ha,49707,Fc,Calculated data
Asia,Yield,Maize,2013,hg/ha,50754,Fc,Calculated data
Asia,Yield,Maize,2014,hg/ha,50018,Fc,Calculated data
Asia,Yield,Maize,2015,hg/ha,51841,Fc,Calculated data
Asia,Yield,Maize,2016,hg/ha,52038,Fc,Calculated data
Asia,Yield,Maize,2017,hg/ha,53025,Fc,Calculated data
Asia,Yield,Maize,2018,hg/ha,53772,Fc,Calculated data
Asia,Yield,Maize,2019,hg/ha,55412,Fc,Calculated data
Asia,Production,Maize,1961,tonnes,31601108,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1962,tonnes,31028646,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1963,tonnes,34999330,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1964,tonnes,38885006,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1965,tonnes,38449867,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1966,tonnes,45726390,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1967,tonnes,47969139,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1968,tonnes,46321114,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1969,tonnes,45767501,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1970,tonnes,52963108,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1971,tonnes,53607491,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1972,tonnes,49545212,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1973,tonnes,58809664,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1974,tonnes,62906661,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1975,tonnes,69450478,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1976,tonnes,69554139,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1977,tonnes,70069663,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1978,tonnes,79297998,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1979,tonnes,82526040,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1980,tonnes,87453110,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1981,tonnes,85104177,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1982,tonnes,84489591,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1983,tonnes,96566354,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1984,tonnes,103660609,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1985,tonnes,93148541,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1986,tonnes,102919388,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1987,tonnes,107462951,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1988,tonnes,111778519,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1989,tonnes,114581305,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1990,tonnes,132715174,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1991,tonnes,133222738,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1992,tonnes,134663737,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1993,tonnes,140930518,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1994,tonnes,136461086,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1995,tonnes,149046841,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1996,tonnes,167194731,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1997,tonnes,143561480,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1998,tonnes,175340701,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,1999,tonnes,170194445,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2000,tonnes,149092218,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2001,tonnes,159157393,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2002,tonnes,164274052,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2003,tonnes,167663456,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2004,tonnes,184894082,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2005,tonnes,197713078,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2006,tonnes,210406900,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2007,tonnes,219061463,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2008,tonnes,238311674,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2009,tonnes,234283114,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2010,tonnes,253788947,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2011,tonnes,271199334,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2012,tonnes,288416861,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2013,tonnes,305277532,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2014,tonnes,303666285,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2015,tonnes,351998842,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2016,tonnes,358829075,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2017,tonnes,359454143,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2018,tonnes,362994141,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,Maize,2019,tonnes,368346573,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1961,ha,129000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1962,ha,134200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1963,ha,138500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1964,ha,143800,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1965,ha,149000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1966,ha,154550,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1967,ha,159500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1968,ha,167150,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1969,ha,170700,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1970,ha,176550,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1971,ha,180450,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1972,ha,182500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1973,ha,187900,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1974,ha,192500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1975,ha,195600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1976,ha,107700,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1977,ha,114835,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1978,ha,95242,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1979,ha,107092,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1980,ha,116452,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1981,ha,108850,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1982,ha,113100,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1983,ha,115690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1984,ha,84292,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1985,ha,85482,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1986,ha,86414,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1987,ha,102010,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1988,ha,128912,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1989,ha,131010,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1990,ha,137148,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1991,ha,136297,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1992,ha,136345,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1993,ha,137953,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1994,ha,158324,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1995,ha,155525,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1996,ha,152600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1997,ha,149600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1998,ha,161689,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",1999,ha,149790,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2000,ha,145323,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2001,ha,151219,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2002,ha,150116,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2003,ha,154104,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2004,ha,156570,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2005,ha,158445,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2006,ha,145354,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2007,ha,162425,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2008,ha,174554,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2009,ha,168823,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2010,ha,169685,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2011,ha,164653,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2012,ha,167881,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2013,ha,167141,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2014,ha,167374,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2015,ha,171081,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2016,ha,188159,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2017,ha,210933,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2018,ha,230970,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Area harvested,"Maize, green",2019,ha,183345,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Yield,"Maize, green",1961,hg/ha,53426,Fc,Calculated data
Asia,Yield,"Maize, green",1962,hg/ha,52146,Fc,Calculated data
Asia,Yield,"Maize, green",1963,hg/ha,52773,Fc,Calculated data
Asia,Yield,"Maize, green",1964,hg/ha,51182,Fc,Calculated data
Asia,Yield,"Maize, green",1965,hg/ha,50597,Fc,Calculated data
Asia,Yield,"Maize, green",1966,hg/ha,50696,Fc,Calculated data
Asia,Yield,"Maize, green",1967,hg/ha,51768,Fc,Calculated data
Asia,Yield,"Maize, green",1968,hg/ha,50793,Fc,Calculated data
Asia,Yield,"Maize, green",1969,hg/ha,50299,Fc,Calculated data
Asia,Yield,"Maize, green",1970,hg/ha,51011,Fc,Calculated data
Asia,Yield,"Maize, green",1971,hg/ha,49986,Fc,Calculated data
Asia,Yield,"Maize, green",1972,hg/ha,50674,Fc,Calculated data
Asia,Yield,"Maize, green",1973,hg/ha,50053,Fc,Calculated data
Asia,Yield,"Maize, green",1974,hg/ha,50156,Fc,Calculated data
Asia,Yield,"Maize, green",1975,hg/ha,50199,Fc,Calculated data
Asia,Yield,"Maize, green",1976,hg/ha,58141,Fc,Calculated data
Asia,Yield,"Maize, green",1977,hg/ha,57152,Fc,Calculated data
Asia,Yield,"Maize, green",1978,hg/ha,62819,Fc,Calculated data
Asia,Yield,"Maize, green",1979,hg/ha,57819,Fc,Calculated data
Asia,Yield,"Maize, green",1980,hg/ha,58943,Fc,Calculated data
Asia,Yield,"Maize, green",1981,hg/ha,59081,Fc,Calculated data
Asia,Yield,"Maize, green",1982,hg/ha,61149,Fc,Calculated data
Asia,Yield,"Maize, green",1983,hg/ha,58312,Fc,Calculated data
Asia,Yield,"Maize, green",1984,hg/ha,69357,Fc,Calculated data
Asia,Yield,"Maize, green",1985,hg/ha,65713,Fc,Calculated data
Asia,Yield,"Maize, green",1986,hg/ha,68946,Fc,Calculated data
Asia,Yield,"Maize, green",1987,hg/ha,66114,Fc,Calculated data
Asia,Yield,"Maize, green",1988,hg/ha,63900,Fc,Calculated data
Asia,Yield,"Maize, green",1989,hg/ha,65929,Fc,Calculated data
Asia,Yield,"Maize, green",1990,hg/ha,69794,Fc,Calculated data
Asia,Yield,"Maize, green",1991,hg/ha,65441,Fc,Calculated data
Asia,Yield,"Maize, green",1992,hg/ha,63860,Fc,Calculated data
Asia,Yield,"Maize, green",1993,hg/ha,61311,Fc,Calculated data
Asia,Yield,"Maize, green",1994,hg/ha,57504,Fc,Calculated data
Asia,Yield,"Maize, green",1995,hg/ha,53955,Fc,Calculated data
Asia,Yield,"Maize, green",1996,hg/ha,50799,Fc,Calculated data
Asia,Yield,"Maize, green",1997,hg/ha,55731,Fc,Calculated data
Asia,Yield,"Maize, green",1998,hg/ha,51678,Fc,Calculated data
Asia,Yield,"Maize, green",1999,hg/ha,54627,Fc,Calculated data
Asia,Yield,"Maize, green",2000,hg/ha,55688,Fc,Calculated data
Asia,Yield,"Maize, green",2001,hg/ha,57718,Fc,Calculated data
Asia,Yield,"Maize, green",2002,hg/ha,58333,Fc,Calculated data
Asia,Yield,"Maize, green",2003,hg/ha,59036,Fc,Calculated data
Asia,Yield,"Maize, green",2004,hg/ha,61237,Fc,Calculated data
Asia,Yield,"Maize, green",2005,hg/ha,57819,Fc,Calculated data
Asia,Yield,"Maize, green",2006,hg/ha,59428,Fc,Calculated data
Asia,Yield,"Maize, green",2007,hg/ha,62138,Fc,Calculated data
Asia,Yield,"Maize, green",2008,hg/ha,64286,Fc,Calculated data
Asia,Yield,"Maize, green",2009,hg/ha,65456,Fc,Calculated data
Asia,Yield,"Maize, green",2010,hg/ha,66386,Fc,Calculated data
Asia,Yield,"Maize, green",2011,hg/ha,70622,Fc,Calculated data
Asia,Yield,"Maize, green",2012,hg/ha,71567,Fc,Calculated data
Asia,Yield,"Maize, green",2013,hg/ha,73426,Fc,Calculated data
Asia,Yield,"Maize, green",2014,hg/ha,72760,Fc,Calculated data
Asia,Yield,"Maize, green",2015,hg/ha,74248,Fc,Calculated data
Asia,Yield,"Maize, green",2016,hg/ha,71614,Fc,Calculated data
Asia,Yield,"Maize, green",2017,hg/ha,70923,Fc,Calculated data
Asia,Yield,"Maize, green",2018,hg/ha,67464,Fc,Calculated data
Asia,Yield,"Maize, green",2019,hg/ha,76691,Fc,Calculated data
Asia,Production,"Maize, green",1961,tonnes,689200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1962,tonnes,699800,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1963,tonnes,730900,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1964,tonnes,736000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1965,tonnes,753900,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1966,tonnes,783500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1967,tonnes,825700,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1968,tonnes,849000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1969,tonnes,858600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1970,tonnes,900600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1971,tonnes,902000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1972,tonnes,924800,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1973,tonnes,940500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1974,tonnes,965500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1975,tonnes,981900,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1976,tonnes,626180,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1977,tonnes,656310,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1978,tonnes,598300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1979,tonnes,619200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1980,tonnes,686400,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1981,tonnes,643100,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1982,tonnes,691600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1983,tonnes,674609,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1984,tonnes,584628,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1985,tonnes,561729,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1986,tonnes,595787,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1987,tonnes,674430,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1988,tonnes,823750,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1989,tonnes,863733,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1990,tonnes,957211,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1991,tonnes,891939,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1992,tonnes,870703,A,"Aggregate, may include official, semi-official, estimated or calculated data"
Asia,Production,"Maize, green",1993,tonnes,845797,A,"Aggregate, may include official, semi-official, estimated or calculated data"
